grid_id,poi_label,poi_source_weight,poi_label_confidence,euluc_label,euluc_source_weight,euluc_label_confidence,tculu_label,tculu_source_weight,tculu_label_confidence,fused_label,fused_confidence,source_count,agreement_count,sample_weight,fusion_status
26,,0.0,0.0,green_space,0.8,1.0,production,0.7605220228384991,0.633768352365416,green_space,0.5126489650846748,2,1,0.8,single_source
27,living,0.6,0.47404700556948476,living,0.8,1.0,living,0.565742251223491,0.7071778140293637,living,1.0,3,3,2.5554649265905383,consensus
28,living,0.6,0.5251567746966292,,,,production,1.161038961038961,0.9675324675324676,production,0.6592920353982301,2,1,1.161038961038961,single_source
29,production,0.6,0.5045225051442419,living,0.5333333333333333,0.6666666666666666,,0.0,0.0,production,0.5294117647058824,2,1,0.6,single_source
30,,0.0,0.0,,,,green_space,0.7331168831168832,0.9163961038961039,green_space,1.0,1,1,0.7331168831168832,single_source
31,,0.0,0.38423768871854863,living,0.8,1.0,,0.0,0.0,living,1.0,1,1,0.8,single_source
32,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
33,living,0.6,0.45018573065320355,living,0.8,1.0,living,0.6961881589618817,0.870235198702352,living,1.0,3,3,2.7250446066504463,consensus
34,living,0.6,0.4424969943167279,living,0.8,1.0,living,0.5596707818930041,0.6995884773662552,living,1.0,3,3,2.5475720164609053,consensus
35,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
36,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
37,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
38,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
39,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
40,living,0.6,0.5112527178875822,living,0.8,1.0,living,0.4383116883116883,0.5478896103896104,living,1.0,3,3,2.3898051948051946,consensus
41,living,1.0,0.745015833633373,living,0.5333333333333333,0.6666666666666666,,0.0,0.0,living,1.0,2,2,1.763333333333333,consensus
42,living,1.0,0.6262299873289865,living,0.8,1.0,living,0.47778681855166805,0.597233523189585,living,1.0,3,3,2.9611228641171685,consensus
43,,0.0,0.0,,,,green_space,0.7973962571196095,0.9967453213995118,green_space,1.0,1,1,0.7973962571196095,single_source
44,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
45,,0.0,0.0,,,,green_space,0.612876935615322,0.7660961695191524,green_space,1.0,1,1,0.612876935615322,single_source
46,production,1.0,0.7623906779230882,production,0.8,1.0,production,0.8127450980392157,0.6772875816993464,production,1.0,3,3,3.3965686274509808,consensus
47,living,0.6,0.4562372814463246,,,,living,0.6901705930138099,0.8627132412672623,living,1.0,2,2,1.4836961819658812,consensus
48,,0.0,0.0,,,,water,0.8,1.0,water,1.0,1,1,0.8,single_source
49,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
50,living,1.0,0.668379152508964,,,,,0.0,0.0,living,1.0,1,1,1.0,single_source
51,,0.0,0.0,,,,green_space,0.7876221498371336,0.9845276872964169,green_space,1.0,1,1,0.7876221498371336,single_source
52,,0.0,0.0,living,0.8,1.0,living,0.7873957367933272,0.9842446709916589,living,1.0,2,2,1.8255050973123261,consensus
53,,0.0,0.28333094525136593,living,0.8,1.0,living,0.5731925264012998,0.7164906580016247,living,1.0,2,2,1.5791714053614947,consensus
54,,0.0,0.0,,,,green_space,0.8,1.0,green_space,1.0,1,1,0.8,single_source
55,,0.0,0.0,,,,production,1.027027027027027,0.8558558558558559,production,1.0,1,1,1.027027027027027,single_source
56,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
57,living,1.0,1.0,production,0.8,1.0,,0.0,0.0,living,0.5555555555555556,2,1,1.0,single_source
58,production,1.0,0.702828591466646,,,,production,0.7689795918367347,0.6408163265306123,production,1.0,2,2,2.0343265306122444,consensus
59,living,0.6,0.49479846242711417,green_space,0.4,0.5,,0.0,0.0,living,0.6,2,1,0.6,single_source
60,living,0.6,0.5855021665304976,living,0.8,1.0,living,0.43594771241830066,0.5449346405228758,living,1.0,3,3,2.386732026143791,consensus
61,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
62,living,1.0,0.7977528887096464,,,,living,0.4,0.5,living,1.0,2,2,1.6099999999999999,consensus
63,,0.0,0.0,green_space,0.8,1.0,green_space,0.8,1.0,green_space,1.0,2,2,1.8399999999999999,consensus
64,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
65,living,0.6,0.4452496376945109,,,,green_space,0.4239870340356564,0.5299837925445705,living,0.5859449192782525,2,1,0.6,single_source
66,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
67,,0.0,0.0,green_space,0.4,0.5,,0.0,0.0,green_space,1.0,1,1,0.4,single_source
68,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
69,living,1.0,0.8348228822114329,,,,living,0.6664473684210527,0.8330592105263158,living,1.0,2,2,1.9164144736842104,consensus
70,living,0.6,0.47251430731168237,living,0.8,1.0,living,0.4851273623664749,0.6064092029580936,living,1.0,3,3,2.450665571076417,consensus
71,,0.0,0.0,,,,green_space,0.7902120717781403,0.9877650897226754,green_space,1.0,1,1,0.7902120717781403,single_source
72,,0.0,0.0,,,,green_space,0.7960912052117264,0.995114006514658,green_space,1.0,1,1,0.7960912052117264,single_source
73,,0.0,0.0,,,,green_space,0.5276872964169381,0.6596091205211726,green_space,1.0,1,1,0.5276872964169381,single_source
74,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
75,living,1.0,1.0,,,,,0.0,0.0,living,1.0,1,1,1.0,single_source
76,living,0.6,0.46143704114222933,living,0.8,1.0,,0.0,0.0,living,1.0,2,2,1.6099999999999999,consensus
77,,0.0,0.0,living,0.8,1.0,,0.0,0.0,living,1.0,1,1,0.8,single_source
78,living,1.0,0.6125901386090257,,,,living,0.4191103789126854,0.5238879736408567,living,1.0,2,2,1.631976935749588,consensus
79,,0.0,0.0,,,,green_space,0.47606557377049186,0.5950819672131148,green_space,1.0,1,1,0.47606557377049186,single_source
80,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
81,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
82,living,0.6,0.46818274629336565,living,0.5333333333333333,0.6666666666666666,,0.0,0.0,living,1.0,2,2,1.3033333333333332,consensus
83,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
84,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
85,,0.0,0.0,,,,green_space,0.5140065146579804,0.6425081433224755,green_space,1.0,1,1,0.5140065146579804,single_source
86,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
87,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
88,,0.0,0.0,,,,green_space,0.6525285481239805,0.8156606851549756,green_space,1.0,1,1,0.6525285481239805,single_source
89,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
90,,0.0,0.0,,,,green_space,0.8,1.0,green_space,1.0,1,1,0.8,single_source
91,,0.0,0.0,,,,green_space,0.8,1.0,green_space,1.0,1,1,0.8,single_source
92,,0.0,0.0,green_space,0.8,1.0,green_space,0.49276315789473685,0.615953947368421,green_space,1.0,2,2,1.4866776315789474,consensus
93,,0.0,0.0,,,,green_space,0.8,1.0,green_space,1.0,1,1,0.8,single_source
94,,0.0,0.0,,,,water,0.6780766096169519,0.8475957620211899,water,1.0,1,1,0.6780766096169519,single_source
95,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
96,,0.0,0.3614211187892607,,,,production,1.017199017199017,0.8476658476658476,production,1.0,1,1,1.017199017199017,single_source
97,living,1.0,0.6728492509522919,production,0.8,1.0,,0.0,0.0,living,0.5555555555555556,2,1,1.0,single_source
98,,0.0,0.0,green_space,0.8,1.0,,0.0,0.0,green_space,1.0,1,1,0.8,single_source
99,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
100,,0.0,0.0,,,,living,0.40948487326246935,0.5118560915780866,living,1.0,1,1,0.40948487326246935,single_source
101,living,1.0,0.7010130133195628,,,,,0.0,0.0,living,1.0,1,1,1.0,single_source
102,,0.0,0.0,,,,farmland,0.7519870235198702,0.9399837793998378,farmland,1.0,1,1,0.7519870235198702,single_source
103,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
104,,0.0,0.0,,,,green_space,0.6851517637407711,0.8564397046759639,green_space,1.0,1,1,0.6851517637407711,single_source
105,living,0.6,0.45303338068982074,,,,,0.0,0.0,living,1.0,1,1,0.6,single_source
106,,0.0,0.0,green_space,0.8,1.0,,0.0,0.0,green_space,1.0,1,1,0.8,single_source
107,living,1.0,0.6690542125111066,living,0.8,1.0,,0.0,0.0,living,1.0,2,2,2.07,consensus
108,living,0.6,0.5679652656310311,,,,living,0.5369565217391304,0.6711956521739131,living,1.0,2,2,1.3074999999999999,consensus
109,living,1.0,0.7705976509407997,,,,,0.0,0.0,living,1.0,1,1,1.0,single_source
110,,0.0,0.0,,,,living,0.6608979591836736,0.8261224489795919,living,1.0,1,1,0.6608979591836736,single_source
111,,0.0,0.0,,,,green_space,0.7778861788617887,0.9723577235772358,green_space,1.0,1,1,0.7778861788617887,single_source
112,production,1.0,0.6899645105460059,,,,living,0.40722495894909694,0.5090311986863711,production,0.7106184364060677,2,1,1.0,single_source
113,living,1.0,1.0,,,,,0.0,0.0,living,1.0,1,1,1.0,single_source
114,living,0.6,0.43842173048745886,living,0.8,1.0,living,0.6240392477514309,0.7800490596892886,living,1.0,3,3,2.6312510220768606,consensus
115,living,1.0,0.6281164965503007,,,,living,0.6976210008203445,0.8720262510254306,living,1.0,2,2,1.952264150943396,consensus
116,production,1.0,0.9363703313911385,,,,,0.0,0.0,production,1.0,1,1,1.0,single_source
117,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
118,,0.0,0.0,green_space,0.8,1.0,,0.0,0.0,green_space,1.0,1,1,0.8,single_source
119,living,0.6,0.44711869829470985,,,,living,0.6677631578947368,0.834703947368421,living,1.0,2,2,1.4579276315789471,consensus
120,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
121,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
122,living,0.6,0.5126355025093248,living,0.8,1.0,living,0.5046454767726162,0.6308068459657702,living,1.0,3,3,2.4760391198044007,consensus
123,,0.0,0.0,,,,green_space,0.6441558441558443,0.8051948051948052,green_space,1.0,1,1,0.6441558441558443,single_source
124,,0.0,0.0,,,,green_space,0.6047039740470398,0.7558799675587997,green_space,1.0,1,1,0.6047039740470398,single_source
125,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
126,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
127,production,1.0,0.6144528572015479,,,,production,0.8990228013029316,0.749185667752443,production,1.0,2,2,2.183876221498371,consensus
128,,0.0,0.3585192560008629,living,0.8,1.0,,0.0,0.0,living,1.0,1,1,0.8,single_source
129,,0.0,0.39814471743984003,living,0.8,1.0,living,0.5646291768541157,0.7057864710676447,living,1.0,2,2,1.569323553382233,consensus
130,,0.0,0.0,,,,green_space,0.8,1.0,green_space,1.0,1,1,0.8,single_source
131,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
132,production,1.0,0.7256110253182366,production,0.8,1.0,living,0.658360655737705,0.8229508196721311,production,0.7321952520672179,3,2,2.07,consensus
133,living,1.0,0.9665841743751217,,,,,0.0,0.0,living,1.0,1,1,1.0,single_source
134,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
135,,0.0,0.0,living,0.8,1.0,production,0.6872461413484972,0.5727051177904143,living,0.5379069259340179,2,1,0.8,single_source
136,living,0.6,0.549485434983248,green_space,0.8,1.0,living,0.5013157894736843,0.6266447368421053,living,0.5792387543252595,3,2,1.2665131578947368,consensus
137,living,0.6,0.43230709336074197,,,,living,0.5296596434359805,0.6620745542949756,living,1.0,2,2,1.2991085899513775,consensus
138,,0.0,0.0,,,,green_space,0.6863711001642037,0.8579638752052545,green_space,1.0,1,1,0.6863711001642037,single_source
139,,0.0,0.0,,,,living,0.7784232365145228,0.9730290456431535,living,1.0,1,1,0.7784232365145228,single_source
140,living,0.6,0.5248541834028244,living,0.8,1.0,living,0.6496732026143791,0.8120915032679739,living,1.0,3,3,2.6645751633986925,consensus
141,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
142,living,0.6,0.5781668621810953,green_space,0.4,0.5,living,0.575206611570248,0.71900826446281,living,0.7460650577124869,3,2,1.351487603305785,consensus
143,,0.0,0.0,,,,green_space,0.8,1.0,green_space,1.0,1,1,0.8,single_source
144,,0.0,0.0,,,,farmland,0.7714979757085021,0.9643724696356275,farmland,1.0,1,1,0.7714979757085021,single_source
145,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
146,,0.0,0.0,,,,green_space,0.7960655737704918,0.9950819672131147,green_space,1.0,1,1,0.7960655737704918,single_source
147,,0.0,0.3913647777593964,living,0.8,1.0,living,0.6972357723577236,0.8715447154471545,living,1.0,2,2,1.7218211382113822,consensus
148,,0.0,0.0,,,,green_space,0.7985727029438002,0.9982158786797503,green_space,1.0,1,1,0.7985727029438002,single_source
149,,0.0,0.3883696919823232,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
150,living,1.0,0.631168716143231,,,,,0.0,0.0,living,1.0,1,1,1.0,single_source
151,living,1.0,0.9167133528289475,living,0.8,1.0,,0.0,0.0,living,1.0,2,2,2.07,consensus
152,,0.0,0.0,,,,green_space,0.8,1.0,green_space,1.0,1,1,0.8,single_source
153,living,0.6,0.5536858721136056,,,,,0.0,0.0,living,1.0,1,1,0.6,single_source
154,production,1.0,0.6776561238450002,,,,living,0.4240650406504065,0.5300813008130081,production,0.7022151176067595,2,1,1.0,single_source
155,,0.0,0.0,,,,green_space,0.8,1.0,green_space,1.0,1,1,0.8,single_source
156,living,0.6,0.45784186349045736,living,0.8,1.0,living,0.5695581014729951,0.7119476268412439,living,1.0,3,3,2.5604255319148934,consensus
157,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
158,,0.0,0.0,,,,green_space,0.7558082859463852,0.9447603574329814,green_space,1.0,1,1,0.7558082859463852,single_source
159,,0.0,0.0,living,0.8,1.0,living,0.5450406504065041,0.6813008130081301,living,1.0,2,2,1.5467967479674798,consensus
160,living,1.0,0.6177656975923108,,,,,0.0,0.0,living,1.0,1,1,1.0,single_source
161,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
162,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
163,living,0.6,0.5827897562280548,production,0.8,1.0,,0.0,0.0,production,0.5714285714285715,2,1,0.8,single_source
164,living,0.6,0.5571016055314642,,,,living,0.5523964256701869,0.6904955320877335,living,1.0,2,2,1.3252558895207147,consensus
165,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
166,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
167,,0.0,0.0,,,,production,1.0447518307567127,0.870626525630594,production,1.0,1,1,1.0447518307567127,single_source
168,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
169,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
170,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
171,,0.0,0.0,,,,green_space,0.8,1.0,green_space,1.0,1,1,0.8,single_source
172,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
173,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
174,,0.0,0.38961697560807246,,,,living,0.6782464846980977,0.847808105872622,living,1.0,1,1,0.6782464846980977,single_source
175,living,0.6,0.4374641526634964,living,0.8,1.0,,0.0,0.0,living,1.0,2,2,1.6099999999999999,consensus
176,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
177,,0.0,0.0,,,,production,0.6935510204081633,0.5779591836734694,production,1.0,1,1,0.6935510204081633,single_source
178,,0.0,0.0,,,,farmland,0.4737611697806662,0.5922014622258327,farmland,1.0,1,1,0.4737611697806662,single_source
179,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
180,living,1.0,1.0,living,0.8,1.0,living,0.5120521172638436,0.6400651465798045,living,1.0,3,3,3.0056677524429967,consensus
181,living,0.6,0.474024387767642,living,0.8,1.0,living,0.7764513491414555,0.9705641864268193,living,1.0,3,3,2.829386753883892,consensus
182,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
183,,0.0,0.0,,,,green_space,0.8,1.0,green_space,1.0,1,1,0.8,single_source
184,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
185,living,0.6,0.40842094135038454,,,,,0.0,0.0,living,1.0,1,1,0.6,single_source
186,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
187,,0.0,0.0,,,,farmland,0.7817440912795437,0.9771801140994295,farmland,1.0,1,1,0.7817440912795437,single_source
188,living,0.6,0.5129534207206143,living,0.8,1.0,living,0.6224406224406225,0.778050778050778,living,1.0,3,3,2.629172809172809,consensus
189,,0.0,0.0,,,,green_space,0.8,1.0,green_space,1.0,1,1,0.8,single_source
190,production,1.0,0.8673813468214429,,,,living,0.4,0.5,production,0.7142857142857143,2,1,1.0,single_source
191,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
192,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
193,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
194,living,1.0,0.7804002958984624,living,0.8,1.0,living,0.5006535947712418,0.6258169934640523,living,1.0,3,3,2.9908496732026144,consensus
195,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
196,living,1.0,0.6282065133352708,,,,living,0.5842805320435309,0.7303506650544136,living,1.0,2,2,1.8219226118500604,consensus
197,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
198,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
199,,0.0,0.0,,,,green_space,0.7590576766856215,0.9488220958570268,green_space,1.0,1,1,0.7590576766856215,single_source
200,,0.0,0.0,,,,green_space,0.7489779231398201,0.9362224039247752,green_space,1.0,1,1,0.7489779231398201,single_source
201,living,0.6,0.5007810695052862,,,,production,0.9829787234042553,0.8191489361702128,production,0.6209677419354839,2,1,0.9829787234042553,single_source
202,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
203,production,0.6,0.4946832930087513,,,,living,0.7164081632653061,0.8955102040816326,living,0.5442143122907106,2,1,0.7164081632653061,single_source
204,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
205,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
206,living,1.0,0.663476434968316,green_space,0.8,1.0,,0.0,0.0,living,0.5555555555555556,2,1,1.0,single_source
207,living,1.0,0.9131833189153797,living,0.8,1.0,living,0.7167479674796748,0.8959349593495934,living,1.0,3,3,3.2717723577235773,consensus
208,,0.0,0.0,,,,green_space,0.7960816326530613,0.9951020408163266,green_space,1.0,1,1,0.7960816326530613,single_source
209,,0.0,0.0,,,,farmland,0.4719802793755136,0.589975349219392,farmland,1.0,1,1,0.4719802793755136,single_source
210,,0.0,0.0,,,,farmland,0.6470877768662838,0.8088597210828548,farmland,1.0,1,1,0.6470877768662838,single_source
211,,0.0,0.0,,,,green_space,0.7980535279805353,0.9975669099756691,green_space,1.0,1,1,0.7980535279805353,single_source
212,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
213,,0.0,0.0,,,,farmland,0.6925470925470926,0.8656838656838657,farmland,1.0,1,1,0.6925470925470926,single_source
214,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
215,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
216,living,0.6,0.5167197529286095,,,,living,0.5203947368421052,0.6504934210526315,living,1.0,2,2,1.288453947368421,consensus
217,,0.0,0.0,,,,green_space,0.7458401305057096,0.932300163132137,green_space,1.0,1,1,0.7458401305057096,single_source
218,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
219,,0.0,0.0,,,,green_space,0.7863636363636364,0.9829545454545454,green_space,1.0,1,1,0.7863636363636364,single_source
220,,0.0,0.0,,,,green_space,0.45231519090170597,0.5653939886271324,green_space,1.0,1,1,0.45231519090170597,single_source
221,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
222,,0.0,0.39794657510392367,,,,living,0.6304418985270049,0.7880523731587561,living,1.0,1,1,0.6304418985270049,single_source
223,living,1.0,0.6183146804336246,living,0.8,1.0,living,0.41688311688311686,0.5211038961038961,living,1.0,3,3,2.8819480519480516,consensus
224,,0.0,0.0,,,,green_space,0.8,1.0,green_space,1.0,1,1,0.8,single_source
225,,0.0,0.0,living,0.8,1.0,production,1.1733771569433031,0.9778142974527527,production,0.5946035976015989,2,1,1.1733771569433031,single_source
226,living,0.6,0.4197502735418812,living,0.8,1.0,living,0.6045901639344263,0.7557377049180328,living,1.0,3,3,2.6059672131147544,consensus
227,,0.0,0.0,,,,green_space,0.8,1.0,green_space,1.0,1,1,0.8,single_source
228,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
229,,0.0,0.29185559944618683,living,0.8,1.0,production,0.9379870129870129,0.7816558441558441,production,0.5396973659630113,2,1,0.9379870129870129,single_source
230,living,1.0,1.0,,,,,0.0,0.0,living,1.0,1,1,1.0,single_source
231,,0.0,0.0,,,,green_space,0.7758551307847084,0.9698189134808853,green_space,1.0,1,1,0.7758551307847084,single_source
232,,0.0,0.0,,,,green_space,0.7928571428571429,0.9910714285714286,green_space,1.0,1,1,0.7928571428571429,single_source
233,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
234,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
235,living,0.6,0.44576468171901373,living,0.8,1.0,living,0.49840546697038723,0.623006833712984,living,1.0,3,3,2.467927107061503,consensus
236,production,1.0,0.9056883913587541,,,,living,0.6229454841334419,0.7786818551668023,production,0.6161636418329489,2,1,1.0,single_source
237,living,0.6,0.40228589025932304,,,,living,0.4806504065040651,0.6008130081300813,living,1.0,2,2,1.2427479674796746,consensus
238,,0.0,0.0,,,,green_space,0.8,1.0,green_space,1.0,1,1,0.8,single_source
239,living,1.0,0.6926830320115169,living,0.8,1.0,living,0.4411400247831475,0.5514250309789344,living,1.0,3,3,2.913482032218092,consensus
240,production,1.0,0.8673813468214429,,,,production,0.9856443719412723,0.8213703099510603,production,1.0,2,2,2.2834910277324627,consensus
241,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
242,production,1.0,0.9363703313911385,green_space,0.8,1.0,,0.0,0.0,production,0.5555555555555556,2,1,1.0,single_source
243,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
244,production,0.6,0.5558386183987329,,,,living,0.5988608624898292,0.7485760781122864,production,0.5004750916248133,2,1,0.6,single_source
245,living,0.6,0.5709968578157034,,,,green_space,0.650040749796251,0.8125509372453138,green_space,0.5200156474116573,2,1,0.650040749796251,single_source
246,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
247,,0.0,0.38933446892774726,,,,living,0.5643970467596391,0.7054963084495488,living,1.0,1,1,0.5643970467596391,single_source
248,living,1.0,0.7821976116265452,,,,production,0.9993506493506492,0.8327922077922078,living,0.5001623903864891,2,1,1.0,single_source
249,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
250,living,1.0,0.6553396942214302,,,,living,0.4364232977850698,0.5455291222313372,living,1.0,2,2,1.65188679245283,consensus
251,,0.0,0.0,,,,green_space,0.7066884176182708,0.8833605220228385,green_space,1.0,1,1,0.7066884176182708,single_source
252,,0.0,0.0,,,,green_space,0.45296506904955325,0.5662063363119415,green_space,1.0,1,1,0.45296506904955325,single_source
253,,0.0,0.0,,,,green_space,0.8,1.0,green_space,1.0,1,1,0.8,single_source
254,,0.0,0.0,,,,green_space,0.8,1.0,green_space,1.0,1,1,0.8,single_source
255,,0.0,0.0,,,,,0.0,0.0,,0.0,0,0,0.0,no_label
