grid_id,y,sample_weight,source
2222,living,0.6,poi_2020
4335,living,1.0,poi_2020
4480,living,1.0,poi_2020
6212,living,1.0,poi_2020
16969,living,0.6,poi_2020
17385,living,1.0,poi_2020
17954,living,1.0,poi_2020
19633,living,1.0,poi_2020
10103,living,1.0,poi_2020
10985,living,1.0,poi_2020
12081,living,1.0,poi_2020
12785,living,1.0,poi_2020
13188,living,1.0,poi_2020
13798,living,1.0,poi_2020
42,living,1.0,poi_2020
2077,living,1.0,poi_2020
18974,living,1.0,poi_2020
7052,living,0.6,poi_2020
7962,living,1.0,poi_2020
8517,living,1.0,poi_2020
9172,living,0.6,poi_2020
15656,living,1.0,poi_2020
306,living,1.0,poi_2020
2076,living,1.0,poi_2020
18578,living,1.0,poi_2020
18901,living,1.0,poi_2020
19719,living,1.0,poi_2020
7718,living,1.0,poi_2020
11836,living,1.0,poi_2020
13454,living,1.0,poi_2020
13914,living,1.0,poi_2020
14551,living,1.0,poi_2020
5075,living,1.0,poi_2020
6145,living,1.0,poi_2020
18922,living,0.6,poi_2020
9989,living,1.0,poi_2020
10111,living,1.0,poi_2020
10889,living,1.0,poi_2020
11921,living,1.0,poi_2020
15847,living,0.6,poi_2020
107,living,1.0,poi_2020
614,living,1.0,poi_2020
2711,living,1.0,poi_2020
6235,living,1.0,poi_2020
17608,living,1.0,poi_2020
18622,living,1.0,poi_2020
19246,living,1.0,poi_2020
8806,living,1.0,poi_2020
9135,living,1.0,poi_2020
10133,living,1.0,poi_2020
10647,living,1.0,poi_2020
11232,living,1.0,poi_2020
12901,living,1.0,poi_2020
14574,living,0.6,poi_2020
15799,living,1.0,poi_2020
15824,production,0.6,poi_2020
828,living,1.0,poi_2020
4023,living,1.0,poi_2020
6306,living,1.0,poi_2020
16648,living,1.0,poi_2020
16884,living,1.0,poi_2020
11812,living,1.0,poi_2020
12164,living,0.6,poi_2020
4048,living,1.0,poi_2020
6168,living,1.0,poi_2020
6439,living,0.6,poi_2020
6504,living,1.0,poi_2020
18406,living,1.0,poi_2020
18470,living,1.0,poi_2020
19670,living,1.0,poi_2020
19672,production,1.0,poi_2020
11619,living,1.0,poi_2020
12782,living,0.6,poi_2020
12895,living,1.0,poi_2020
15340,living,0.6,poi_2020
2437,living,0.6,poi_2020
16380,living,0.6,poi_2020
18432,living,1.0,poi_2020
19182,living,1.0,poi_2020
8935,living,1.0,poi_2020
10663,living,1.0,poi_2020
13210,living,0.6,poi_2020
14366,living,1.0,poi_2020
472,living,1.0,poi_2020
1138,living,1.0,poi_2020
2906,production,0.6,poi_2020
5099,living,1.0,poi_2020
6339,living,1.0,poi_2020
6599,living,1.0,poi_2020
19137,living,1.0,poi_2020
7216,living,1.0,poi_2020
9340,living,1.0,poi_2020
12385,living,1.0,poi_2020
15435,living,1.0,poi_2020
245,living,0.6,poi_2020
4239,living,1.0,poi_2020
4846,living,1.0,poi_2020
6576,living,1.0,poi_2020
6632,production,1.0,poi_2020
11481,living,0.6,poi_2020
14270,living,1.0,poi_2020
300,living,0.6,poi_2020
452,living,0.6,poi_2020
6602,living,1.0,poi_2020
18893,living,0.6,poi_2020
11673,living,1.0,poi_2020
16071,living,0.6,poi_2020
62,living,1.0,poi_2020
2870,living,0.6,poi_2020
16359,living,1.0,poi_2020
8197,living,1.0,poi_2020
11054,living,1.0,poi_2020
12889,living,1.0,poi_2020
14686,living,1.0,poi_2020
16340,living,1.0,poi_2020
9670,living,0.6,poi_2020
9770,living,1.0,poi_2020
12762,living,1.0,poi_2020
13510,living,1.0,poi_2020
14152,living,1.0,poi_2020
14873,living,1.0,poi_2020
15376,living,0.6,poi_2020
7506,living,1.0,poi_2020
7747,living,1.0,poi_2020
12403,living,1.0,poi_2020
897,living,1.0,poi_2020
3388,living,1.0,poi_2020
6584,living,0.6,poi_2020
6600,living,1.0,poi_2020
18495,living,1.0,poi_2020
19121,living,1.0,poi_2020
8334,living,0.6,poi_2020
11265,living,1.0,poi_2020
16233,living,1.0,poi_2020
239,living,1.0,poi_2020
796,living,1.0,poi_2020
19306,living,1.0,poi_2020
6876,living,1.0,poi_2020
7389,living,1.0,poi_2020
9773,living,1.0,poi_2020
11022,living,0.6,poi_2020
15858,living,1.0,poi_2020
1834,living,1.0,poi_2020
3357,living,0.6,poi_2020
17089,living,1.0,poi_2020
7225,living,1.0,poi_2020
8040,living,1.0,poi_2020
8293,living,0.6,poi_2020
13003,living,0.6,poi_2020
13316,living,1.0,poi_2020
2112,living,0.6,poi_2020
4499,living,1.0,poi_2020
5956,living,1.0,poi_2020
6381,living,1.0,poi_2020
16454,living,1.0,poi_2020
7309,living,1.0,poi_2020
11785,living,1.0,poi_2020
12905,living,0.6,poi_2020
13815,living,1.0,poi_2020
15303,living,1.0,poi_2020
3667,living,0.6,poi_2020
19319,living,1.0,poi_2020
9356,living,0.6,poi_2020
10587,living,1.0,poi_2020
2954,living,1.0,poi_2020
4865,living,1.0,poi_2020
5983,living,1.0,poi_2020
16737,living,1.0,poi_2020
13630,living,1.0,poi_2020
15764,living,1.0,poi_2020
2590,living,0.6,poi_2020
2986,living,1.0,poi_2020
17519,living,1.0,poi_2020
9588,living,1.0,poi_2020
16020,living,0.6,poi_2020
986,living,1.0,poi_2020
16887,living,1.0,poi_2020
9925,living,0.6,poi_2020
13111,living,1.0,poi_2020
14917,living,0.6,poi_2020
4334,living,1.0,poi_2020
11501,living,1.0,poi_2020
1026,living,0.6,poi_2020
1316,living,0.6,poi_2020
3531,living,1.0,poi_2020
10772,living,1.0,poi_2020
15525,living,1.0,poi_2020
18489,living,0.6,poi_2020
7395,living,0.6,poi_2020
7571,living,1.0,poi_2020
8318,living,1.0,poi_2020
10408,living,1.0,poi_2020
10465,living,0.6,poi_2020
12733,living,1.0,poi_2020
423,living,1.0,poi_2020
1480,living,1.0,poi_2020
3289,living,0.6,poi_2020
3413,living,0.6,poi_2020
16706,living,1.0,poi_2020
17493,living,0.6,poi_2020
18805,living,1.0,poi_2020
16620,living,0.6,poi_2020
8147,living,1.0,poi_2020
8991,living,1.0,poi_2020
14586,living,1.0,poi_2020
150,living,1.0,poi_2020
883,living,0.6,poi_2020
1251,living,1.0,poi_2020
1409,living,1.0,poi_2020
2779,living,0.6,poi_2020
16449,living,1.0,poi_2020
17724,living,1.0,poi_2020
19488,living,1.0,poi_2020
11994,living,1.0,poi_2020
3713,living,1.0,poi_2020
3937,living,0.6,poi_2020
5550,living,0.6,poi_2020
18140,living,1.0,poi_2020
6988,living,1.0,poi_2020
8428,living,1.0,poi_2020
9858,living,1.0,poi_2020
1661,living,1.0,poi_2020
9905,living,1.0,poi_2020
12803,living,0.6,poi_2020
13881,living,1.0,poi_2020
1777,living,0.6,poi_2020
2130,living,1.0,poi_2020
3550,living,1.0,poi_2020
5824,living,1.0,poi_2020
18402,living,0.6,poi_2020
11974,living,1.0,poi_2020
13728,living,0.6,poi_2020
13889,living,0.6,poi_2020
699,living,1.0,poi_2020
16480,living,1.0,poi_2020
9646,living,1.0,poi_2020
9713,living,1.0,poi_2020
13939,living,1.0,poi_2020
3058,living,0.6,poi_2020
18867,living,1.0,poi_2020
1185,living,1.0,poi_2020
1759,living,1.0,poi_2020
3578,living,1.0,poi_2020
6210,production,0.6,poi_2020
17117,living,0.6,poi_2020
11345,living,0.6,poi_2020
11568,living,0.6,poi_2020
6457,living,1.0,poi_2020
16482,living,1.0,poi_2020
18119,living,1.0,poi_2020
18125,living,1.0,poi_2020
19184,living,1.0,poi_2020
8184,living,0.6,poi_2020
418,living,1.0,poi_2020
6493,living,0.6,poi_2020
16570,living,0.6,poi_2020
8644,living,0.6,poi_2020
13072,living,0.6,poi_2020
13683,living,1.0,poi_2020
15537,production,1.0,poi_2020
16471,living,1.0,poi_2020
17987,living,1.0,poi_2020
18876,living,1.0,poi_2020
13001,living,1.0,poi_2020
15971,living,1.0,poi_2020
9220,living,0.6,poi_2020
7175,living,1.0,poi_2020
11404,living,1.0,poi_2020
10395,production,0.6,poi_2020
5996,living,1.0,poi_2020
16839,living,0.6,poi_2020
7129,living,1.0,poi_2020
8124,living,0.6,poi_2020
8185,living,0.6,poi_2020
11483,living,1.0,poi_2020
2956,living,1.0,poi_2020
8195,living,1.0,poi_2020
9514,living,0.6,poi_2020
13761,living,1.0,poi_2020
13983,living,1.0,poi_2020
17603,living,1.0,poi_2020
13195,living,1.0,poi_2020
14967,living,0.6,poi_2020
15947,living,0.6,poi_2020
402,living,0.6,poi_2020
5082,living,1.0,poi_2020
12117,living,1.0,poi_2020
12856,living,1.0,poi_2020
15186,living,0.6,poi_2020
15563,living,0.6,poi_2020
7757,living,1.0,poi_2020
14260,living,0.6,poi_2020
2221,living,1.0,poi_2020
2540,living,1.0,poi_2020
8386,living,1.0,poi_2020
9522,living,1.0,poi_2020
14743,living,0.6,poi_2020
3994,living,1.0,poi_2020
4423,living,1.0,poi_2020
11664,living,1.0,poi_2020
15515,living,0.6,poi_2020
6855,living,0.6,poi_2020
7539,living,0.6,poi_2020
12241,living,1.0,poi_2020
13506,living,1.0,poi_2020
6029,living,0.6,poi_2020
17936,living,1.0,poi_2020
8333,living,1.0,poi_2020
2712,living,0.6,poi_2020
6683,living,1.0,poi_2020
10595,living,1.0,poi_2020
6009,living,0.6,poi_2020
17941,living,0.6,poi_2020
19489,living,0.6,poi_2020
561,living,1.0,poi_2020
4891,living,0.6,poi_2020
9783,living,1.0,poi_2020
3202,living,1.0,poi_2020
16790,living,1.0,poi_2020
11150,living,0.6,poi_2020
5473,living,0.6,poi_2020
1636,living,0.6,poi_2020
16554,living,0.6,poi_2020
19073,living,0.6,poi_2020
1964,living,0.6,poi_2020
5989,living,1.0,poi_2020
17368,living,1.0,poi_2020
17729,living,1.0,poi_2020
573,living,0.6,poi_2020
2564,living,1.0,poi_2020
4405,living,1.0,poi_2020
8702,living,0.6,poi_2020
19205,living,0.6,poi_2020
12886,living,0.6,poi_2020
1333,living,1.0,poi_2020
9804,living,1.0,poi_2020
15540,living,0.6,poi_2020
5362,living,0.6,poi_2020
6353,living,1.0,poi_2020
5786,living,1.0,poi_2020
8093,living,1.0,poi_2020
11353,living,0.6,poi_2020
12129,living,0.6,poi_2020
16886,living,1.0,poi_2020
10174,living,1.0,poi_2020
13740,living,0.6,poi_2020
160,living,1.0,poi_2020
5396,living,0.6,poi_2020
19701,living,0.6,poi_2020
1047,living,1.0,poi_2020
6217,living,1.0,poi_2020
12209,living,0.6,poi_2020
1466,living,0.6,poi_2020
17855,living,0.6,poi_2020
10108,living,0.6,poi_2020
613,living,0.6,poi_2020
16870,living,0.6,poi_2020
16926,living,0.6,poi_2020
2156,living,1.0,poi_2020
9211,living,0.6,poi_2020
6453,living,0.6,poi_2020
16970,living,1.0,poi_2020
16775,living,0.6,poi_2020
7533,living,0.6,poi_2020
10534,living,1.0,poi_2020
1476,living,0.6,poi_2020
11011,living,1.0,poi_2020
133,living,1.0,poi_2020
7209,living,1.0,poi_2020
10306,living,1.0,poi_2020
12160,living,0.6,poi_2020
575,living,1.0,poi_2020
1919,living,0.6,poi_2020
18908,living,0.6,poi_2020
6704,living,0.6,poi_2020
8024,living,1.0,poi_2020
10488,living,0.6,poi_2020
11958,living,1.0,poi_2020
5189,living,1.0,poi_2020
7275,living,0.6,poi_2020
10340,living,1.0,poi_2020
6489,living,1.0,poi_2020
15915,living,1.0,poi_2020
261,living,0.6,poi_2020
3676,living,1.0,poi_2020
16293,living,0.6,poi_2020
16878,living,1.0,poi_2020
10878,living,0.6,poi_2020
14600,living,0.6,poi_2020
13032,living,0.6,poi_2020
14373,living,0.6,poi_2020
15333,living,0.6,poi_2020
7204,living,0.6,poi_2020
9121,living,1.0,poi_2020
7762,living,1.0,poi_2020
2219,living,1.0,poi_2020
5463,living,0.6,poi_2020
15382,living,0.6,poi_2020
14504,living,0.6,poi_2020
7091,living,1.0,poi_2020
